nonzero,polish,polish,base,base,full_mean,full_std
,mean,std,mean,std,,
1,0.7045383558770834,0.032323137781400814,0.5265669343881799,0.039503109896457604,0.7997360514476961,0.022498999558040654
2,0.6917102054561378,0.05352523863958403,0.6203879380653208,0.05874420435304376,0.7997360514476961,0.022498999558040654
3,0.6813991493442564,0.02114929232426716,0.708588846164633,0.030937890177289595,0.7997360514476961,0.022498999558040654
4,0.683573100590977,0.036806687533701435,0.7182050078019604,0.025857724347692162,0.7997360514476961,0.022498999558040654
5,0.6849662204295064,0.0491785304038967,0.6961066486988295,0.03573754059461075,0.7997360514476961,0.022498999558040654
6,0.8041878831993525,0.012161429198609434,0.7962391036691481,0.01664658394183892,0.7997360514476961,0.022498999558040654
7,0.7609743962172847,0.01995687714486861,0.7592354887964402,0.027676281685273387,0.7997360514476961,0.022498999558040654
8,0.7852041895357192,0.05365372632027844,0.782977957370028,0.035680615782649215,0.7997360514476961,0.022498999558040654
9,0.7799154141298834,0.02365620128495,0.7715463081874683,0.02542249772889465,0.7997360514476961,0.022498999558040654
10,0.7666774232507033,0.03725846801164629,0.7612924438545571,0.04480789686076575,0.7997360514476961,0.022498999558040654
11,0.7486409443778004,0.057264537289178644,0.7503067418119308,0.05248575418262343,0.7997360514476961,0.022498999558040654
12,0.7845358726272523,0.03588473128397367,0.7711980429809837,0.03684269271729161,0.7997360514476961,0.022498999558040654
13,0.80996631678412,0.02708487796358054,0.8031701816812203,0.030070409260901113,0.7997360514476961,0.022498999558040654
14,0.7808270382078601,0.008832658077549458,0.7915799398977482,0.011116160004766363,0.7997360514476961,0.022498999558040654
15,0.8368127785872321,0.018265426423366263,0.8433793751011818,0.033851786544499204,0.7997360514476961,0.022498999558040654
