nonzero,polish,polish,base,base,full_mean,full_std
,mean,std,mean,std,,
1,0.7682127173100319,0.09286421372098114,0.7908074424522232,0.03033131799631205,0.9977723589924009,0.001217223822999358
2,0.8647123545782314,0.01140097234568141,0.8203917175366674,0.03142587344630363,0.9977723589924009,0.001217223822999358
3,0.8927259273404194,0.04025444130182114,0.8422973413004062,0.035735612221379574,0.9977723589924009,0.001217223822999358
4,0.8982104626935519,0.041628930449341864,0.8993209569307012,0.029595402231221854,0.9977723589924009,0.001217223822999358
5,0.958615815375708,0.017647813668575152,0.8992171082730437,0.04230441900467888,0.9977723589924009,0.001217223822999358
6,0.9931083911018392,0.0036048408545543455,0.9413607452062005,0.040179111316563224,0.9977723589924009,0.001217223822999358
7,0.9910272473483108,0.003497618333872872,0.9721367665263552,0.03171866000372076,0.9977723589924009,0.001217223822999358
8,0.993980183073131,0.0041177634279243374,0.977655151772933,0.03647094609857592,0.9977723589924009,0.001217223822999358
9,0.9955830330949632,0.003963453647524071,0.990747550401579,0.006219287916966697,0.9977723589924009,0.001217223822999358
10,0.998763459928408,0.0008355685662369847,0.9971065870615278,0.002356323498367437,0.9977723589924009,0.001217223822999358
11,0.9881653035746133,0.0003593411806337394,0.9915666641188311,0.004064316922066363,0.9977723589924009,0.001217223822999358
12,0.9922418405564473,0.006305571439152308,0.9920634920634921,0.005296680008887892,0.9977723589924009,0.001217223822999358
14,0.9967682363804247,,0.9966759002770084,,0.9977723589924009,0.001217223822999358
15,0.9992074275362319,0.000226449275362293,0.9992980072463769,0.00040760869565220116,0.9977723589924009,0.001217223822999358
16,0.9969923019792043,0.0014482584286375799,0.9965884820747523,0.0012679891584324843,0.9977723589924009,0.001217223822999358
