nonzero,polish,polish,base,base,full_mean,full_std
,mean,std,mean,std,,
1,0.9471149472935186,0.01654944240263257,0.9309537769359197,0.03493472417910814,0.9905526532452932,0.009135735195333549
2,0.9793362982733465,0.019094242228269068,0.9667896553603469,0.025278528075446623,0.9905526532452932,0.009135735195333549
3,0.9720762220632367,0.013829541591872592,0.9743451120799878,0.01432579161284139,0.9905526532452932,0.009135735195333549
4,0.9807408771247005,0.015815365762238864,0.9799685060752833,0.015872558495088795,0.9905526532452932,0.009135735195333549
5,0.983428782871718,0.0136369267654191,0.9804315094124878,0.013336721578227583,0.9905526532452932,0.009135735195333549
6,0.9871109754911973,0.0038316931873401887,0.9790158956155108,0.008203673102880069,0.9905526532452932,0.009135735195333549
7,0.991800473945082,0.008624659685808153,0.9888380646223787,0.010168241015707602,0.9905526532452932,0.009135735195333549
8,0.9923139104378448,0.01180973240177772,0.9843222836702524,0.013130154046042153,0.9905526532452932,0.009135735195333549
9,0.9900196094371067,0.007143658964150875,0.9874270295486159,0.007994582072258272,0.9905526532452932,0.009135735195333549
10,0.9769082220233118,0.0192167902652038,0.976278607368761,0.01787403783452923,0.9905526532452932,0.009135735195333549
11,0.9916380582333268,0.0040268856615076655,0.9861860777755919,0.006953324749804497,0.9905526532452932,0.009135735195333549
12,0.9938584087481146,0.00015331312186352006,0.9917354826546003,0.004222110060365378,0.9905526532452932,0.009135735195333549
13,0.9871169673947454,0.01172275189494074,0.984767133586578,0.01486366453632338,0.9905526532452932,0.009135735195333549
14,0.9940735210167985,0.002618874029821033,0.9897785600254088,0.005363577285025522,0.9905526532452932,0.009135735195333549
