nonzero,polish,polish,base,base,full_mean,full_std
,mean,std,mean,std,,
1,0.8083016234889266,0.04107764770340128,0.8083016234889266,0.04107764770340128,0.8800982194342388,0.04210617949659939
3,0.8376672787286601,0.06765510620837127,0.8387609602272394,0.044275411796155094,0.8800982194342388,0.04210617949659939
4,0.867084211611066,0.05232285442496521,0.8520366206683341,0.04606446778400546,0.8800982194342388,0.04210617949659939
5,0.8704544099500746,0.049452524189396344,0.8616821658646874,0.03604462831016171,0.8800982194342388,0.04210617949659939
6,0.8764184185379837,0.015150812465875775,0.872093486223921,0.034449435278712665,0.8800982194342388,0.04210617949659939
7,0.8771064372423066,0.06973106011243166,0.8969643520730478,0.043885560205847725,0.8800982194342388,0.04210617949659939
8,0.8235995741663441,0.056032533971504886,0.8495236815461972,0.0324863272797355,0.8800982194342388,0.04210617949659939
9,0.8593943019422557,0.07116715834006518,0.8692453848565315,0.04708802261058243,0.8800982194342388,0.04210617949659939
10,0.8754834050007961,0.0333324775595154,0.8937646121993947,0.03953387744112704,0.8800982194342388,0.04210617949659939
11,0.8994790837182142,0.03586330760614217,0.9043939454265542,0.05320487602936654,0.8800982194342388,0.04210617949659939
12,0.8956666666666666,0.010649539821640143,0.8625555555555555,0.019949009072206113,0.8800982194342388,0.04210617949659939
13,0.874588862694399,0.041534228726832295,0.8706657995023047,0.03858568892409603,0.8800982194342388,0.04210617949659939
14,0.9123470651731519,0.04317277077718679,0.9102630313862198,0.0458245716690545,0.8800982194342388,0.04210617949659939
15,0.9036444674488154,0.04221414215854814,0.9036668967103748,0.05055656914956796,0.8800982194342388,0.04210617949659939
16,0.9076990400903444,0.046608772742559396,0.898785055524186,0.05422202383056158,0.8800982194342388,0.04210617949659939
17,0.9239423076923077,0.010638386553595896,0.9185737179487179,0.016424137341746654,0.8800982194342388,0.04210617949659939
