nonzero,polish,polish,base,base,full_mean,full_std
,mean,std,mean,std,,
1,0.47541639562193044,0.02862490165362068,0.5199301147743637,0.02792901959333695,0.5588760249202582,0.018391951136332498
2,0.5090563229508391,0.007888294146530453,0.49734910616650024,0.020579052106153257,0.5588760249202582,0.018391951136332498
3,0.5111281690365129,0.021269799124027825,0.5080604676408412,0.02926378652625161,0.5588760249202582,0.018391951136332498
4,0.5332331337906034,0.02665514225885404,0.5212149051353909,0.023876615646425875,0.5588760249202582,0.018391951136332498
5,0.5449836401837183,0.021819168228863577,0.5277226272074886,0.023185742753087893,0.5588760249202582,0.018391951136332498
6,0.5560818239431918,0.04177417051631546,0.5327474608014154,0.043715575084822204,0.5588760249202582,0.018391951136332498
7,0.5687269935705431,0.009039805067121017,0.5553345043983081,0.035095459771499485,0.5588760249202582,0.018391951136332498
8,0.5528535692896553,0.010978679451999112,0.560899043285065,0.029420706244968342,0.5588760249202582,0.018391951136332498
9,0.5596842966701785,0.003933547312722697,0.5618687928695238,0.02991931751865539,0.5588760249202582,0.018391951136332498
11,0.538116014440909,0.02165054424602386,0.5384881754447112,0.034698160206918474,0.5588760249202582,0.018391951136332498
12,0.5609923245614035,0.016282064040479587,0.576000548245614,0.005572730251949981,0.5588760249202582,0.018391951136332498
14,0.5584921552901884,0.00927367804744998,0.5605371657359802,0.022237386475590027,0.5588760249202582,0.018391951136332498
15,0.5498560855263158,,0.5620888157894737,,0.5588760249202582,0.018391951136332498
16,0.5508920981290707,0.019124830216604632,0.5580581464082568,0.03473989711764201,0.5588760249202582,0.018391951136332498
17,0.567197846123828,0.004827179240448691,0.581583768405866,0.02966522044715593,0.5588760249202582,0.018391951136332498
18,0.5687534265350878,0.009271358038331722,0.5990182976973684,0.019063125391523876,0.5588760249202582,0.018391951136332498
20,0.5485158303136289,0.024530063417795324,0.5724434644905002,0.01856074482471286,0.5588760249202582,0.018391951136332498
21,0.5609899290972317,0.006392544986278785,0.5679108521880505,0.008676268604251641,0.5588760249202582,0.018391951136332498
22,0.5187431656642973,0.006693158091466363,0.5413306451612903,0.014183696027764595,0.5588760249202582,0.018391951136332498
23,0.5534480422706949,0.013482624803744386,0.5724580002709659,0.020113748194845602,0.5588760249202582,0.018391951136332498
26,0.5477154179650453,0.011597536580853995,0.5774158311881858,0.01367906221331703,0.5588760249202582,0.018391951136332498
29,0.521666108658882,0.024145393330022292,0.5426851851963307,0.021502749480490312,0.5588760249202582,0.018391951136332498
30,0.549891613602493,,0.5837623628234656,,0.5588760249202582,0.018391951136332498
31,0.557939303617396,0.0071759081211910745,0.5739872645982929,0.005969886499427304,0.5588760249202582,0.018391951136332498
33,0.5577496274217586,,0.5705527706272862,,0.5588760249202582,0.018391951136332498
34,0.5283966648441771,,0.5484896118097321,,0.5588760249202582,0.018391951136332498
36,0.4976079825041006,,0.49333652268999456,,0.5588760249202582,0.018391951136332498
37,0.527867003827228,0.02359394589897032,0.5259448469108803,0.01714436338719078,0.5588760249202582,0.018391951136332498
39,0.5191361399671952,0.016409499521527655,0.544858870967742,0.010477558036229693,0.5588760249202582,0.018391951136332498
40,0.5135661563696009,,0.5685483870967742,,0.5588760249202582,0.018391951136332498
41,0.5069881082558775,0.002537117688100938,0.5330440131219245,0.012903055670913573,0.5588760249202582,0.018391951136332498
42,0.5012985237834883,,0.5655754510661564,,0.5588760249202582,0.018391951136332498
43,0.5267564242755605,,0.5325314379442319,,0.5588760249202582,0.018391951136332498
