nonzero,polish,polish,base,base,full_mean,full_std
,mean,std,mean,std,,
1,0.6580645161290327,0.2741948134063166,0.5032258064516129,0.257531708038372,0.3466666666666666,0.10022197585581939
2,0.60625,0.20645822822062576,0.46249999999999997,0.23202011407059805,0.3466666666666666,0.10022197585581939
3,0.7066666666666669,0.10148325268098503,0.5666666666666668,0.25234532077995864,0.3466666666666666,0.10022197585581939
4,0.6608695652173913,0.20335622670749834,0.55,0.22462089273828792,0.3466666666666666,0.10022197585581939
5,0.6983333333333335,0.1534001603499889,0.55,0.24140393963016743,0.3466666666666666,0.10022197585581939
6,0.7000000000000003,0.11411948043149116,0.5147727272727276,0.24150197299366083,0.3466666666666666,0.10022197585581939
7,0.6109756097560977,0.1682677164230974,0.5487804878048781,0.24379494582487982,0.3466666666666666,0.10022197585581939
8,0.6652173913043481,0.21104753682981553,0.5576086956521739,0.22110012596216014,0.3466666666666666,0.10022197585581939
9,0.7020000000000003,0.1843244699004492,0.6160000000000003,0.18910098802880274,0.3466666666666666,0.10022197585581939
10,0.760344827586207,0.17493841280822822,0.6862068965517242,0.2503199922542494,0.3466666666666666,0.10022197585581939
11,0.8666666666666667,0.1632993161855452,0.6,0.33466401061363016,0.3466666666666666,0.10022197585581939
12,0.8000000000000002,0.0,0.6,0.2,0.3466666666666666,0.10022197585581939
13,0.8,0.0,0.7,0.14142135623730953,0.3466666666666666,0.10022197585581939
