nonzero,polish,polish,base,base,full_mean,full_std
,mean,std,mean,std,,
1,0.7051775402312215,0.22099957589923758,0.6494396910888909,0.178423269848027,0.9735154975998037,0.010740887315010971
2,0.8713238939741603,0.14502041165641316,0.8876844360810046,0.1314730541822775,0.9735154975998037,0.010740887315010971
3,0.9560506685433123,0.024780357597151567,0.8860877932881251,0.12694334483676656,0.9735154975998037,0.010740887315010971
4,0.9193106269086058,0.055386712171835585,0.8458590046675831,0.13901736468734416,0.9735154975998037,0.010740887315010971
5,0.9164269791189336,0.1046836970540445,0.8775132010616352,0.19777213140698635,0.9735154975998037,0.010740887315010971
6,0.924944435667129,0.05489910352381879,0.886181343272129,0.11524767168195689,0.9735154975998037,0.010740887315010971
7,0.9693695388561094,0.0244860489595039,0.9588041536541339,0.025273422488070314,0.9735154975998037,0.010740887315010971
8,0.9351301010951747,0.04696328819365606,0.9160671570762576,0.05623862762137686,0.9735154975998037,0.010740887315010971
9,0.9081254385465856,0.09783095317797535,0.9043258364494923,0.07477302878209835,0.9735154975998037,0.010740887315010971
10,0.9529715831203531,0.07258796748842361,0.946882197835984,0.044690708210461026,0.9735154975998037,0.010740887315010971
11,0.9345976372180519,0.0521201275269005,0.8349672132443132,0.20442872464807604,0.9735154975998037,0.010740887315010971
12,0.9781700388026607,0.023242835357825425,0.9710149427883169,0.032955143915375025,0.9735154975998037,0.010740887315010971
13,0.9713187640803883,0.011504764978690584,0.9129799249022568,0.04736953335858056,0.9735154975998037,0.010740887315010971
14,0.9423677014656898,0.04346626786728274,0.940035043092153,0.026703631655302908,0.9735154975998037,0.010740887315010971
15,0.8769230769230769,,0.8014888337468983,,0.9735154975998037,0.010740887315010971
16,0.970950351387247,0.02076973895796576,0.9640270549246807,0.02021427228480145,0.9735154975998037,0.010740887315010971
17,0.9598203154181469,0.020431746927480707,0.9238256114614544,0.07840999110753627,0.9735154975998037,0.010740887315010971
18,0.9778764204545455,0.00711953635846088,0.9442995806277056,0.03360625571862489,0.9735154975998037,0.010740887315010971
19,0.9770202020202021,,0.9621212121212122,,0.9735154975998037,0.010740887315010971
20,0.9762624276976813,0.011972329233244925,0.9721998306365587,0.01181041869623941,0.9735154975998037,0.010740887315010971
22,0.981676944971537,0.002518990008936932,0.9823292220113851,0.004911970181721531,0.9735154975998037,0.010740887315010971
24,0.9526209677419355,,0.9417842741935483,,0.9735154975998037,0.010740887315010971
25,0.9441238986769901,0.029392358984839443,0.8954661987256073,0.06879624842206995,0.9735154975998037,0.010740887315010971
