nonzero,polish,polish,base,base,full_mean,full_std
,mean,std,mean,std,,
1,0.8648643523295692,0.05098063291933225,0.8648643523295692,0.05098063291933225,0.9318920649234181,0.0218884560557888
2,0.831896551724138,0.0,0.8480603448275863,0.03444097684227579,0.9318920649234181,0.0218884560557888
3,0.9028812608842003,0.035538998743740495,0.8833602705271483,0.04037825168510875,0.9318920649234181,0.0218884560557888
4,0.9051079006231335,0.022755146200029885,0.8747629678780671,0.03840804881290086,0.9318920649234181,0.0218884560557888
5,0.906852755101334,0.0470849067527958,0.9056659778250298,0.040767462108335754,0.9318920649234181,0.0218884560557888
6,0.9058525978984319,0.07027984136261624,0.9071727585547388,0.04543503105902648,0.9318920649234181,0.0218884560557888
7,0.9241887420076822,0.03150022502265167,0.9222701376393403,0.02824540796820933,0.9318920649234181,0.0218884560557888
8,0.9210912660701517,0.04569768620338631,0.9204971835446896,0.024452030295167813,0.9318920649234181,0.0218884560557888
9,0.9230090939804606,0.03682524714122185,0.922302022010521,0.029834426092298017,0.9318920649234181,0.0218884560557888
10,0.9141656313428616,0.03072216771840913,0.9065095627855458,0.03329633576463129,0.9318920649234181,0.0218884560557888
11,0.9386048816664848,0.02565852334858758,0.9288320457965497,0.026218027458900735,0.9318920649234181,0.0218884560557888
12,0.9338326386267871,0.04062433150047344,0.9321291580149667,0.030417033387722572,0.9318920649234181,0.0218884560557888
13,0.9567226890756302,,0.9726890756302521,,0.9318920649234181,0.0218884560557888
14,0.9457983193277311,,0.9428571428571428,,0.9318920649234181,0.0218884560557888
