nonzero,polish,polish,base,base,full_mean,full_std
,mean,std,mean,std,,
1,0.8981527651643524,0.007611704136735766,0.9323032628796124,0.045734957544631215,1.0,0.0
3,0.9963618031254957,0.0024439392930407163,0.9999230860374867,7.506838456626487e-05,1.0,0.0
5,0.9987575373028572,0.0008478989777717386,0.9999818199998183,4.4531723969098176e-05,1.0,0.0
6,1.0,0.0,0.9999960432720539,8.519546322232505e-06,1.0,0.0
7,0.9999417372346883,3.091121014768349e-05,1.0,0.0,1.0,0.0
8,1.0,0.0,1.0,0.0,1.0,0.0
9,1.0,0.0,1.0,0.0,1.0,0.0
10,1.0,0.0,1.0,0.0,1.0,0.0
11,1.0,0.0,1.0,0.0,1.0,0.0
12,1.0,0.0,1.0,0.0,1.0,0.0
13,1.0,0.0,1.0,0.0,1.0,0.0
