nonzero,polish,polish,base,base,full_mean,full_std
,mean,std,mean,std,,
1,0.9334611182884972,0.015576076291379713,0.9280203087698606,0.02953979269610501,0.9891912211752028,0.009347236965804855
2,0.9665832854666365,0.004335588560944925,0.9614437884481039,0.01579117354553152,0.9891912211752028,0.009347236965804855
3,0.9718334469427099,0.014320591362577115,0.9800908006325673,0.010624585532176522,0.9891912211752028,0.009347236965804855
4,0.9744994553825811,0.01182846683826381,0.9715900695667666,0.010791640639193358,0.9891912211752028,0.009347236965804855
5,0.9649509803921568,0.0034028047492438555,0.9590379901960784,0.006088324837126929,0.9891912211752028,0.009347236965804855
6,0.994067329917501,0.0016397888143521405,0.9894770465896423,0.0088673941516594,0.9891912211752028,0.009347236965804855
7,0.9868449249899789,0.013502605648655361,0.9790932907806691,0.011889089612364708,0.9891912211752028,0.009347236965804855
8,0.9832134261082217,0.010637105238042214,0.985132986499647,0.010507702880438908,0.9891912211752028,0.009347236965804855
9,0.9885232074109016,0.009439574873318013,0.982015793373406,0.009322277840446758,0.9891912211752028,0.009347236965804855
10,0.9955524812777271,0.000953898876952207,0.9915070829809302,0.008589184184045591,0.9891912211752028,0.009347236965804855
